ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,WARD PRECINCT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2464832-20170217,"2,464,832",406417,1,KING CRAB HOUSE INC,KING CRAB HOUSE,1816 N HALSTED ST,CHICAGO,IL,60614,43,3,18,43-3,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2464832,ISSUE,5/11/16,7/7/16,6/3/16,Y,2/17/17,3/15/19,2/17/17,2/17/17,AAI,,,41.91436383,-87.64851532,"(41.91436383126117, -87.64851531730532)"
2500692-20170217,"2,500,692",411571,1,SMOKEY HOLLOW BAR GROUP LLC,MOM'S PLACE - A CHICAGO GATHERING SPOT,650 N DEARBORN ST LL & 1ST,CHICAGO,IL,60654,42,22,18,42-22,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2500692,ISSUE,11/16/16,12/21/16,12/21/16,N,2/17/17,3/15/19,2/17/17,2/17/17,AAI,,,41.89400939,-87.62986267,"(41.894009393622746, -87.62986267139296)"
2500691-20170217,"2,500,691",411571,1,SMOKEY HOLLOW BAR GROUP LLC,MOM'S PLACE - A CHICAGO GATHERING SPOT,650 N DEARBORN ST LL & 1ST,CHICAGO,IL,60654,42,22,18,42-22,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2500691,ISSUE,11/16/16,12/23/16,12/21/16,N,2/17/17,3/15/19,2/17/17,2/17/17,AAI,,,41.89400939,-87.62986267,"(41.894009393622746, -87.62986267139296)"
1915973-20170316,"2,509,433",334025,2,"BARNEY'S, INC.",FRED'S AT BARNEYS NEW YORK,15 E OAK ST,CHICAGO,IL,60611,42,61,18,42-61,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1915973,RENEW,,1/15/17,2/16/17,N,3/16/17,3/15/19,2/16/17,2/17/17,AAI,,,41.90064725,-87.62754741,"(41.9006472539258, -87.62754741411463)"
2500825-20170217,"2,500,825",377605,1,HONEY BUTTER FRIED CHICKEN LLC,HONEY BUTTER FRIED CHICKEN,3355-3361 N ELSTON AVE 1,CHICAGO,IL,60618,33,2,17,33-2,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2500825,ISSUE,11/18/16,12/29/16,12/29/16,N,2/17/17,3/15/19,2/17/17,2/17/17,AAI,,,41.94254075,-87.70268273,"(41.94254075021183, -87.70268272764137)"
30632-20170316,"2,507,329",14172,1,"LIZZIE MCNEILL'S, INC.",LIZZIE MC NEILLS,400 N MCCLURG CT,CHICAGO,IL,60611,42,54,18,42-54,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,30632,RENEW,,1/15/17,2/17/17,N,3/16/17,3/15/19,2/17/17,2/17/17,AAI,,,41.88911847,-87.61775488,"(41.88911847301037, -87.61775487651728)"
1915974-20170316,"2,509,434",334025,2,"BARNEY'S, INC.",FRED'S AT BARNEYS NEW YORK,15 E OAK ST,CHICAGO,IL,60611,42,61,18,42-61,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1915974,RENEW,,1/15/17,2/16/17,N,3/16/17,3/15/19,2/16/17,2/17/17,AAI,,,41.90064725,-87.62754741,"(41.9006472539258, -87.62754741411463)"
1878872-20170316,"2,509,291",324758,1,"OSI / FLEMING'S, LLC",FLEMING'S PRIME STEAKHOUSE & WINEBAR,25 E OHIO ST,CHICAGO,IL,60611,42,22,18,42-22,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1878872,RENEW,,1/15/17,2/16/17,N,3/16/17,3/15/19,2/16/17,2/17/17,AAI,,,41.89237877,-87.62698328,"(41.89237877415138, -87.6269832770267)"
2496519-20170217,"2,496,519",410287,1,BONAG INC.,CAFE ORIENT 33,4829 N KEDZIE AVE 1ST,CHICAGO,IL,60625,33,14,17,33-14,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2496519,ISSUE,11/4/16,12/20/16,12/7/16,N,2/17/17,3/15/19,2/17/17,2/17/17,AAI,,60,41.96933589,-87.70835645,"(41.96933589360574, -87.7083564494656)"
2079301-20170316,"2,508,178",86089,3,INFUSION MANAGEMENT GROUP INC,SIGNATURE ROOM AT THE 95TH,875 N MICHIGAN AVE  95 TH,CHICAGO,IL,60611,2,43,18,Feb-43,1474,Package Goods,774,Retail Sales of Packaged Liquor,2079301,RENEW,,1/15/17,2/20/17,N,3/16/17,3/15/19,2/20/17,2/21/17,AAI,,,41.89894854,-87.62397499,"(41.898948541729865, -87.62397498768968)"
2121031-20170316,"2,509,825",366884,1,"4C 15 E. ILLINOIS OPERATIONS, LLC",FREMONT BAR,15 W ILLINOIS ST 1-2,CHICAGO,IL,60654,42,55,18,42-55,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2121031,RENEW,,1/15/17,2/13/17,N,3/16/17,3/15/19,2/17/17,2/21/17,AAI,,,41.89074352,-87.62867006,"(41.890743519442395, -87.62867006019057)"
2060783-20170316,"2,509,603",357202,1,JASSI K S INC.,7-ELEVEN,5953 W 63RD ST 1,CHICAGO,IL,60638,13,45,8,13-45,1474,Package Goods,774,Retail Sales of Packaged Liquor,2060783,RENEW,,1/15/17,2/20/17,N,3/16/17,3/15/19,2/20/17,2/21/17,AAI,,,41.77775754,-87.77119397,"(41.77775753872336, -87.77119396819958)"
41909-20170316,"2,507,369",16137,2,"DAVE & BUSTER'S OF ILLINOIS, INC.",DAVE & BUSTER'S,1030 N CLARK ST,CHICAGO,IL,60610,2,20,18,20-Feb,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,41909,RENEW,,1/15/17,2/1/17,N,3/16/17,3/15/19,2/1/17,2/21/17,AAI,,,41.90153198,-87.63152607,"(41.90153198270401, -87.63152606805158)"
32634-20170316,"2,508,016",63840,1,LES NOMADES LIMITED PARTNERSHIP,LES NOMADES LIMITED PRTNERSHP,222 E ONTARIO ST 1ST & 2ND,CHICAGO,IL,60611,42,41,18,42-41,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,32634,RENEW,,1/15/17,2/17/17,N,3/16/17,3/15/19,2/17/17,2/21/17,AAI,,,41.89348085,-87.62207406,"(41.89348084454796, -87.6220740599313)"
1915123-20170316,"2,509,426",333411,1,ACCOR BUSINESS AND LEISURE MANAGEMENT LLC,Sofitel Chicago Magnificient Mile,20 E CHESTNUT ST,CHICAGO,IL,60611,2,32,18,Feb-32,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1915123,RENEW,,1/15/17,2/8/17,N,3/16/17,3/15/19,2/17/17,2/21/17,AAI,,,41.89844464,-87.62740564,"(41.898444636675144, -87.62740563976503)"
32712-20170316,"2,508,177",86089,3,INFUSION MANAGEMENT GROUP INC,SIGNATURE ROOM AT THE 95TH,875 N MICHIGAN AVE  95 TH,CHICAGO,IL,60611,2,43,18,Feb-43,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,32712,RENEW,,1/15/17,2/20/17,N,3/16/17,3/15/19,2/20/17,2/21/17,AAI,,,41.89894854,-87.62397499,"(41.898948541729865, -87.62397498768968)"
2492199-20170222,"2,492,199",410112,1,63RD FOOD & LIQUOR INC.,63RD FOOD & LIQUOR,1813 W 63RD ST 1,CHICAGO,IL,60636,15,40,7,15-40,1474,Package Goods,774,Retail Sales of Packaged Liquor,2492199,ISSUE,9/20/16,12/7/16,12/7/16,N,2/22/17,3/15/19,2/22/17,2/22/17,AAI,,,41.77926508,-87.66967833,"(41.779265079527086, -87.66967833181279)"
2483397-20170222,"2,483,397",379857,4,PREMIER CATERING & EVENTS LLC,PREMIER CATERING & EVENTS,500 W JACKSON BLVD 1ST,CHICAGO,IL,60661,42,12,1,42-12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2483397,ISSUE,7/28/16,11/30/16,12/5/16,N,2/22/17,3/15/19,2/22/17,2/22/17,AAI,,,41.87815352,-87.63963862,"(41.87815352261035, -87.63963862300314)"
1546512-20170316,"2,508,875",284627,1,CCES Chicago LLC,Embassy Suites Hotel,511 N COLUMBUS DR,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1546512,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89140488,-87.62008123,"(41.8914048806943, -87.62008122973772)"
2476519-20170223,"2,476,519",407876,1,"INTERNATIONAL EXPORTS CHICAGO, LLC",SAFEHOUSE,60 E ONTARIO ST LL,CHICAGO,IL,60611,42,22,18,42-22,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2476519,ISSUE,6/29/16,10/18/16,10/11/16,Y,2/23/17,3/15/19,2/23/17,2/23/17,AAI,,,41.89341906,-87.62574818,"(41.89341906397473, -87.62574817641446)"
2142437-20170316,"2,509,247",319268,1,"WATER TOWER HOTEL, LLC",RITZ- CARLTON WATER TOWER,160 E PEARSON ST 12,CHICAGO,IL,60611,2,37,18,Feb-37,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2142437,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89770258,-87.62346196,"(41.89770258097883, -87.62346195629931)"
2348997-20170316,"2,510,171",392189,1,HART DAVIS HART WINE CO.,HDH WINE CO.,1511 W 38TH ST 2,CHICAGO,IL,60609,11,30,9,30-Nov,1474,Package Goods,774,Retail Sales of Packaged Liquor,2348997,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,13,41.82493725,-87.6636272,"(41.82493724690532, -87.66362720031302)"
2484160-20170223,"2,484,160",407876,1,"INTERNATIONAL EXPORTS CHICAGO, LLC",SAFEHOUSE,60 E ONTARIO ST LL,CHICAGO,IL,60611,42,22,18,42-22,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2484160,ISSUE,8/12/16,10/11/16,10/11/16,Y,2/23/17,3/15/19,2/23/17,2/23/17,AAI,,,41.89341906,-87.62574818,"(41.89341906397473, -87.62574817641446)"
2496883-20170223,"2,496,883",64543,14,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,1240 E 47TH ST 1,CHICAGO,IL,60653,4,10,2,10-Apr,1474,Package Goods,767 | 774,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor,2496883,ISSUE,11/14/16,11/29/16,11/29/16,Y,2/23/17,3/15/19,2/23/17,2/23/17,AAI,,47,41.80976936,-87.59525548,"(41.809769359806175, -87.59525547778476)"
1546511-20170316,"2,508,878",284627,1,CCES Chicago LLC,Embassy Suites Hotel,511 N COLUMBUS DR,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1546511,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89140488,-87.62008123,"(41.8914048806943, -87.62008122973772)"
1546514-20170316,"2,508,880",284627,1,CCES Chicago LLC,Embassy Suites Hotel,511 N COLUMBUS DR,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1546514,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89140488,-87.62008123,"(41.8914048806943, -87.62008122973772)"
1546510-20170316,"2,508,874",284627,1,CCES Chicago LLC,Embassy Suites Hotel,511 N COLUMBUS DR,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1546510,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89140488,-87.62008123,"(41.8914048806943, -87.62008122973772)"
1546513-20170316,"2,508,881",284627,1,CCES Chicago LLC,Embassy Suites Hotel,511 N COLUMBUS DR,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1546513,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89140488,-87.62008123,"(41.8914048806943, -87.62008122973772)"
1546515-20170316,"2,508,876",284627,1,CCES Chicago LLC,Embassy Suites Hotel,511 N COLUMBUS DR,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1546515,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89140488,-87.62008123,"(41.8914048806943, -87.62008122973772)"
43075-20170316,"2,508,041",64272,1,NORTH SIDE CASINO,THE CASINO,195 E DELAWARE PL  1ST,CHICAGO,IL,60611,2,43,18,Feb-43,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,43075,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89912976,-87.62214332,"(41.89912975487273, -87.62214332107979)"
1823692-20170316,"2,509,253",319268,1,"WATER TOWER HOTEL, LLC",RITZ- CARLTON WATER TOWER,160 E PEARSON ST 12,CHICAGO,IL,60611,2,37,18,Feb-37,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1823692,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89770258,-87.62346196,"(41.89770258097883, -87.62346195629931)"
1546509-20170316,"2,508,877",284627,1,CCES Chicago LLC,Embassy Suites Hotel,511 N COLUMBUS DR,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1546509,RENEW,,1/15/17,2/22/17,N,3/16/17,3/15/19,2/22/17,2/23/17,AAI,,,41.89140488,-87.62008123,"(41.8914048806943, -87.62008122973772)"
2492898-20170224,"2,492,898",406176,1,EVITA ARGENTINIAN STEAKHOUSE LLC,EVITA ARGENTINIAN STEAKHOUSE,6112 N LINCOLN AVE 1,CHICAGO,IL,60659,50,25,17,50-25,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2492898,ISSUE,10/5/16,1/4/17,1/4/17,N,2/24/17,3/15/19,2/24/17,2/24/17,AAI,,,41.99315114,-87.71209941,"(41.993151143293765, -87.71209940511191)"
1964840-20170316,"2,509,513",342411,1,"PURPLE PIG CHEESE BAR AND PORK STORE, LLC",THE PURPLE PIG,500 N MICHIGAN AVE 1ST 130,CHICAGO,IL,60611,42,48,18,42-48,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1964840,RENEW,,1/15/17,2/3/17,N,3/16/17,3/15/19,2/3/17,2/24/17,AAI,,,41.89097123,-87.62427695,"(41.890971229645146, -87.6242769455621)"
2340424-20170316,"2,508,444",217992,1,CHICAGO CHILDRENS MUSEUM,CHICAGO CHILDRENS MUSEUM,700 E GRAND AVE,CHICAGO,IL,60611,42,,18,-42,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2340424,RENEW,,1/15/17,2/8/17,N,3/16/17,3/15/19,2/23/17,2/24/17,AAI,,,41.89224916,-87.60951805,"(41.892249163400116, -87.60951804879336)"
2049808-20170316,"2,509,596",355734,1,2956 NORTH SHEFFIELD RESTAURANT LLC,FISHBAR,2956 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,27,19,44-27,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2049808,RENEW,,1/15/17,2/3/17,N,3/16/17,3/15/19,2/3/17,2/24/17,AAI,,17,41.93616005,-87.65412667,"(41.93616004524838, -87.65412667379472)"
2364469-20170316,"2,510,195",394779,1,"C FISH HOUSE, LLC","OCEAN CUT CHICAGO, L.L.C.",20 W KINZIE ST 1,CHICAGO,IL,60654,42,55,18,42-55,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2364469,RENEW,,1/15/17,2/23/17,N,3/16/17,3/15/19,2/23/17,2/24/17,AAI,,,41.88935203,-87.62884885,"(41.889352033013864, -87.62884885027287)"
41908-20170316,"2,507,368",16137,2,"DAVE & BUSTER'S OF ILLINOIS, INC.",DAVE & BUSTER'S,1030 N CLARK ST,CHICAGO,IL,60610,2,20,18,20-Feb,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,41908,RENEW,,1/15/17,2/1/17,N,3/16/17,3/15/19,2/23/17,2/24/17,AAI,,,41.90153198,-87.63152607,"(41.90153198270401, -87.63152606805158)"
2451370-20170224,"2,451,370",404143,1,OM 3755 CORP.,LAKESIDE MARKET,801 W IRVING PARK RD 1ST,CHICAGO,IL,60613,46,5,19,46-5,1474,Package Goods,774,Retail Sales of Packaged Liquor,2451370,ISSUE,2/16/16,4/4/16,4/1/16,Y,2/24/17,3/15/19,2/24/17,2/24/17,AAI,,18,41.95445066,-87.64973734,"(41.954450657937436, -87.64973733578533)"
2364470-20170416,"2,516,005",394779,1,"C FISH HOUSE, LLC","OCEAN CUT CHICAGO, L.L.C.",20 W KINZIE ST 1,CHICAGO,IL,60654,42,55,18,42-55,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2364470,RENEW,,2/15/17,2/23/17,N,4/16/17,3/15/19,2/23/17,2/24/17,AAI,,,41.88935203,-87.62884885,"(41.889352033013864, -87.62884885027287)"
1069778-20170316,"2,508,306",205630,1,"BELLRUSH RESTAURANT, LLC",LUXBAR,18-20 E BELLEVUE PL,CHICAGO,IL,60611,42,1,18,42-1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1069778,RENEW,,1/15/17,2/23/17,N,3/16/17,3/15/19,2/23/17,2/24/17,AAI,,,41.90167993,-87.62758041,"(41.90167992821145, -87.62758040653326)"
1992566-20170316,"2,509,537",347285,1,"BENNY'S CHOPHOUSE, LLC",BENNY'S CHOPHOUSE,444 N WABASH AVE 1ST,CHICAGO,IL,60611,42,55,18,42-55,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1992566,RENEW,,1/15/17,2/4/17,N,3/16/17,3/15/19,2/4/17,2/27/17,AAI,,,41.89063079,-87.62682913,"(41.89063078870265, -87.6268291273797)"
2443322-20170227,"2,443,322",403519,1,BJ BAR LLC,TOM'S BISTRO 750,750 W CORNELIA AVE 1ST,CHICAGO,IL,60657,46,24,19,46-24,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2443322,ISSUE,1/12/16,7/25/16,6/30/16,Y,2/27/17,3/15/19,2/27/17,2/27/17,AAI,,8,41.94555069,-87.64904996,"(41.94555069309664, -87.6490499606871)"
2384885-20170316,"2,507,359",15042,3,"CARMINE'S CLAM HOUSE, INC.",CARMINE'S,1037-1043 N RUSH ST 1ST & 2ND,CHICAGO,IL,60611,42,1,18,42-1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2384885,RENEW,,1/15/17,2/24/17,N,3/16/17,3/15/19,2/24/17,2/27/17,AAI,,,41.90186411,-87.62787745,"(41.9018641087722, -87.62787745219512)"
1301188-20170316,"2,508,679",253942,1,"BOONE 'S OPPORTUNITY TWO, INC.",7-ELEVEN #33725,201 E OHIO ST,CHICAGO,IL,60611,42,41,18,42-41,1474,Package Goods,774,Retail Sales of Packaged Liquor,1301188,RENEW,,1/15/17,2/23/17,N,3/16/17,3/15/19,2/23/17,2/27/17,AAI,,,41.8924518,-87.62256645,"(41.89245180138692, -87.62256644896387)"
64694-20170316,"2,507,417",20222,2,"BUBBA GUMP SHRIMP CO. RESTAURANTS, INC.",BUBBA GUMP SHRIMP CO RESTAURANT,700 E GRAND AVE,CHICAGO,IL,60611,42,,18,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,64694,RENEW,,1/15/17,2/27/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,,41.89224916,-87.60951805,"(41.892249163400116, -87.60951804879336)"
33504-20170316,"2,508,124",85368,3,COURTYARD MANAGEMENT CORPORATION,COURTYARD BY MARRIOTT,12 E HUBBARD ST,CHICAGO,IL,60611,42,55,18,42-55,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,33504,RENEW,,1/15/17,2/28/17,N,3/16/17,3/15/19,2/28/17,2/28/17,AAI,,,41.89018336,-87.62751223,"(41.890183364036254, -87.62751223183574)"
1682466-20170316,"2,508,432",217437,2,MCCORMICK & SCHMICK RESTAURANT CORP.,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,1 E WACKER DR,CHICAGO,IL,60601,42,9,1,42-9,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1682466,RENEW,,1/15/17,2/27/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,1,41.88670756,-87.62788348,"(41.886707555069805, -87.6278834784023)"
1887617-20170316,"2,507,358",15006,2,"ALEX CAR, INC.",RICARDO'S RESTAURANT,4429 W DIVERSEY AVE 1,CHICAGO,IL,60639,31,13,25,31-13,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1887617,RENEW,,1/15/17,2/27/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,,41.93153615,-87.73796114,"(41.931536147065955, -87.73796114134402)"
48231-20170316,"2,507,398",16964,6,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  SERV/,CHICAGO,IL,60601,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,48231,RENEW,,1/15/17,2/28/17,N,3/16/17,3/15/19,2/28/17,2/28/17,AAI,,1,41.88670423,-87.62805356,"(41.88670422864661, -87.62805355978018)"
48223-20170316,"2,507,394",16964,2,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  GREAT,CHICAGO,IL,60601,42,9,1,42-9,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,48223,RENEW,,1/15/17,2/28/17,N,3/16/17,3/15/19,2/28/17,2/28/17,AAI,,1,41.88670423,-87.62805356,"(41.88670422864661, -87.62805355978018)"
48222-20170316,"2,507,395",16964,2,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  GREAT,CHICAGO,IL,60601,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,48222,RENEW,,1/15/17,2/28/17,N,3/16/17,3/15/19,2/28/17,2/28/17,AAI,,1,41.88670423,-87.62805356,"(41.88670422864661, -87.62805355978018)"
4191-20170316,"2,507,095",3181,1,"THE STAR OF SIAM, INC.","THE STAR OF SIAM, INC.",11 E ILLINOIS ST,CHICAGO,IL,60611,42,55,18,42-55,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,4191,RENEW,,1/15/17,2/27/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,,41.89076289,-87.62754901,"(41.89076289253344, -87.62754900580227)"
1621670-20170316,"2,508,431",217437,2,MCCORMICK & SCHMICK RESTAURANT CORP.,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,1 E WACKER DR,CHICAGO,IL,60601,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1621670,RENEW,,1/15/17,2/27/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,1,41.88670756,-87.62788348,"(41.886707555069805, -87.6278834784023)"
22812-20170316,"2,507,998",63399,1,"TWO HUMBERTO'S, INC.",TIMOTHY O'TOOLE'S,622 N FAIRBANKS CT,CHICAGO,IL,60611,42,41,18,42-41,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,22812,RENEW,,1/15/17,2/8/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,,41.8933654,-87.62042206,"(41.89336539713901, -87.62042205744733)"
1493707-20170316,"2,508,125",85368,3,COURTYARD MANAGEMENT CORPORATION,COURTYARD BY MARRIOTT,12 E HUBBARD ST,CHICAGO,IL,60611,42,55,18,42-55,1474,Package Goods,774,Retail Sales of Packaged Liquor,1493707,RENEW,,1/15/17,2/28/17,N,3/16/17,3/15/19,2/28/17,2/28/17,AAI,,,41.89018336,-87.62751223,"(41.890183364036254, -87.62751223183574)"
1718929-20170316,"2,507,038",107,2,"FLAPJAWS' SALOON, LTD.",BISTRONOMIC,840 N WABASH AVE 1ST,CHICAGO,IL,60611,2,32,18,Feb-32,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1718929,RENEW,,1/15/17,2/27/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,,41.89790609,-87.62703233,"(41.89790609076628, -87.62703233324655)"
1336114-20170416,"2,512,388",9339,1,"HALF SHELL, INC.",HALF SHELL INC,676 W DIVERSEY PKWY,CHICAGO,IL,60614,44,45,19,44-45,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1336114,RENEW,,2/15/17,2/27/17,N,4/16/17,4/15/19,2/27/17,2/28/17,AAI,,8,41.93287909,-87.64650055,"(41.932879089147086, -87.64650054859366)"
1905129-20170316,"2,507,040",159,1,"ANDY'S 11 EAST LOUNGE, LTD.",ANDYS 11 EAST LOUNGE,11 E HUBBARD ST 1ST,CHICAGO,IL,60611,42,55,18,42-55,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1905129,RENEW,,1/15/17,2/6/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,,41.88996387,-87.62750692,"(41.889963868268154, -87.62750692235896)"
1948525-20170316,"2,507,037",107,2,"FLAPJAWS' SALOON, LTD.",BISTRONOMIC,840 N WABASH AVE 1ST,CHICAGO,IL,60611,2,32,18,Feb-32,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1948525,RENEW,,1/15/17,2/27/17,N,3/16/17,3/15/19,2/27/17,2/28/17,AAI,,,41.89790609,-87.62703233,"(41.89790609076628, -87.62703233324655)"
22677-20170416,"2,512,390",9339,1,"HALF SHELL, INC.",HALF SHELL INC,676 W DIVERSEY PKWY,CHICAGO,IL,60614,44,45,19,44-45,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,22677,RENEW,,2/15/17,2/27/17,N,4/16/17,4/15/19,2/27/17,2/28/17,AAI,,8,41.93287909,-87.64650055,"(41.932879089147086, -87.64650054859366)"
48220-20170316,"2,507,390",16964,1,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  1ST F,CHICAGO,IL,60601,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,48220,RENEW,,1/15/17,2/28/17,N,3/16/17,3/15/19,2/28/17,2/28/17,AAI,,1,41.88670423,-87.62805356,"(41.88670422864661, -87.62805355978018)"
